CCTV央视频道,#genre#
龍華偶像,http://211.23.114.106:8579/http/59.120.8.187:8066/hls/210/10012/cstv12.m3u8

龍華電影,http://211.23.114.106:8556/http/116.50.42.19:8066/hls/210/10014/cstv14.m3u8

HBO HD,http://211.23.114.106:8511/http/116.50.42.19:8081/hls/71/813/ch41.m3u8

好萊塢電影,http://211.23.114.106:8554/http/116.50.42.19:8081/hls/74/816/ch55.m3u8

緯來電影台,http://211.23.114.106:8555/http/116.50.42.19:8081/hls/69/811/ch35.m3u8

龍華電影台,http://211.23.114.106:8556/http/116.50.42.19:8066/hls/210/10014/cstv14.m3u8

HBO HD,http://211.23.114.106:8511/http/116.50.42.19:8081/hls/71/813/ch41.m3u8

AXN電影,http://211.23.114.106:8558/http/116.50.42.19:8081/hls/71/813/ch43.m3u8

FOXmovies,http://211.23.114.106:8560/http/116.50.42.19:8081/hls/62/804/ch08.m3u8

CIBN綜合,http://211.94.219.178:18080/PLTV/68/224/3221226420/index.m3u8

CIBN流金歲月,http://211.94.219.178:18080/PLTV/68/224/3221226425/index.m3u8

CIBN風尚運動,http://211.94.219.178:18080/PLTV/68/224/3221226429/index.m3u8

CIBN微電影,http://211.94.219.178:18080/PLTV/68/224/3221226441/index.m3u8

CIBN經典劇場,http://211.94.219.178:18080/PLTV/68/224/3221226402/index.m3u8

CIBN古裝劇場,http://211.94.219.178:18080/PLTV/68/224/3221226400/index.m3u8

CIBN動畫樂園,http://211.94.219.178:18080/PLTV/68/224/3221226406/index.m3u8

CIBN 真人秀,http://211.94.219.178:18080/PLTV/68/224/3221226416/index.m3u8

CIBN驕陽劇場,http://211.94.219.178:18080/PLTV/68/224/3221226423/index.m3u8

CHC動作電影,http://39.134.18.82/dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226465/index.m3u8

CHC家庭電影,http://39.134.18.82/dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226462/index.m3u8

CHC動作電影,http://39.134.19.11/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8

CHC高清電影1,http://39.134.19.76/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8

CHC高清電影2,http://39.134.18.82/dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226463/index.m3u8

CHC高清電影3,http://39.134.19.20/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8

CHC高清电影4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8

CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8

明星大片,http://39.134.65.7:80/wh7f454c46tw1738936394_2033607545/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8?icpid=88888888&S=1554599511&from=1&hms_devid=29




体育直播频道,#genre#

美国红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8

卡斯体育,http://www.elahmad.com/tv/m3u8/alkass.m3u8?id=alkass3

緯來體育,http://211.23.114.106:8563/http/59.120.8.187:8081/hls/67/809/ch28.m3u8

博斯運動1,http://211.23.114.106:8564/http/59.120.8.187:8066/hls/210/10018/cstv18.m3u8

博斯運動2,http://211.23.114.106:8565/http/59.120.8.187:8081/hls/61/803/ch04.m3u8

BesTV體育藍光,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hdnba7/4000000/mnf.m3u8

ELEVEN SPORTS 1,http://211.23.114.106:8566/http/59.120.8.187:8078/hls/25/80/esport.m3u8

ELEVEN SPORTS 2,http://211.23.114.106:8567/http/59.120.8.187:8078/hls/26/80/esport2.m3u8

Red Bull TV,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master.m3u8

Red Bull TV HD,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8




爱旅游频道,#genre#

瞬间看地球,http://iptv.tvfix.org/hls/earth.m3u8

全國風景總覽,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001

黟縣宏村月沼,https://gctxyc.liveplay.myqcloud.com/gc/yxhcyz_1/index.m3u8?contentid=2820180516001

黟縣宏村南湖,https://gcalic.v.myalicdn.com/gc/yxhcnh_1/index.m3u8?contentid=2820180516001

黟縣西遞牌坊,https://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8?contentid=2820180516001

黟縣西遞半山亭俯瞰,https://gcalic.v.myalicdn.com/gc/yxxdbst_1/index.m3u8?contentid=2820180516001

黃山臥雲峰,https://gcalic.v.myalicdn.com/gc/hswlf_1/index.m3u8?contentid=2820180516001

黃山排雲亭,https://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8?contentid=2820180516001

黃山西海大峽谷,https://gcalic.v.myalicdn.com/gc/hsxhdxg_1/index.m3u8?contentid=2820180516001

黃山平天矼,https://gcalic.v.myalicdn.com/gc/hsptgz_1/index.m3u8?contentid=2820180516001

雲台山紅石硤,https://gcalic.v.myalicdn.com/gc/ytshsx_1/index.m3u8?contentid=2820180516001

泰山主峰,https://gctxyc.liveplay.myqcloud.com/gc/taishan01_1/index.m3u8?contentid=2820180516001

泰山迎客松,https://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8?contentid=2820180516001

泰山大觀峰,https://gctxyc.liveplay.myqcloud.com/gc/taishan03_1/index.m3u8?contentid=2820180516001

泰山拱北石,https://gcalic.v.myalicdn.com/gc/taishan04_1/index.m3u8?contentid=2820180516001

泰山十八盤,https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8?contentid=2820180516001

泰山玉皇頂,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8?contentid=2820180516001

印像大紅袍,https://gctxyc.liveplay.myqcloud.com/gc/wysyxdhp_1/index.m3u8?contentid=2820180516001

武夷山大紅袍茶園,https://gctxyc.liveplay.myqcloud.com/gc/wysdhpcy_1/index.m3u8?contentid=2820180516001

張家界將軍列隊,https://gctxyc.liveplay.myqcloud.com/gc/zjjjjdl_1/index.m3u8?contentid=2820180516001

張家界阿凡達懸浮山,https://gcalic.v.myalicdn.com/gc/zjjafdxfs_1/index.m3u8?contentid=2820180516001

水長城鏡頭一,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8?contentid=2820180516001

水長城鏡頭二,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8?contentid=2820180516001

大研花巷景觀台,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8?contentid=2820180516001

峨眉雲海日出,https://gctxyc.liveplay.myqcloud.com/gc/emsarm_1/index.m3u8?contentid=2820180516001

貢嘎雪山,https://gctxyc.liveplay.myqcloud.com/gc/emsyh_1/index.m3u8?contentid=2820180516001

遠眺萬佛頂,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8?contentid=2820180516001

普賢菩薩像,https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8?contentid=2820180516001

懸空寺全景,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8?contentid=2820180516001

恆宗,https://gcalic.v.myalicdn.com/gc/hsxkssqdzrqj_1/index.m3u8?contentid=2820180516001

懸空寺側景,https://gcalic.v.myalicdn.com/gc/hsxkscj_1/index.m3u8?contentid=2820180516001

天涯鳥瞰,https://gctxyc.liveplay.myqcloud.com/gc/tyhjtynl_1/index.m3u8?contentid=2820180516001

天涯石,https://gctxyc.liveplay.myqcloud.com/gc/tyhjtys_1/index.m3u8?contentid=2820180516001

雪鄉大石碑,https://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8?contentid=2820180516001

雪鄉夢幻家園,https://gctxyc.liveplay.myqcloud.com/gc/mdjxxmhjyxj_1/index.m3u8?contentid=2820180516001

嘉峪關長城,https://gctxyc.liveplay.myqcloud.com/gc/jyg04_1/index.m3u8?contentid=2820180516001

中央電視台中塔東,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8?contentid=2820180516001

中央電視台中塔北,https://gcalic.v.myalicdn.com/gc/ztb_1/index.m3u8?contentid=2820180516001

黟縣月沼,https://gctxyc.liveplay.myqcloud.com/gc/yxhcyz_1/index.m3u8?contentid=2820180516001

黟縣南湖,https://gcalic.v.myalicdn.com/gc/yxhcnh_1/index.m3u8?contentid=2820180516001

黟縣牌坊,https://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8?contentid=2820180516001

黟縣山亭,https://gcalic.v.myalicdn.com/gc/yxxdbst_1/index.m3u8?contentid=2820180516001

黃山雲峰,https://gcalic.v.myalicdn.com/gc/hswlf_1/index.m3u8?contentid=2820180516001

黃山雲亭,https://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8?contentid=2820180516001

黃山峽谷,https://gcalic.v.myalicdn.com/gc/hsxhdxg_1/index.m3u8?contentid=2820180516001

黃山平矼,https://gcalic.v.myalicdn.com/gc/hsptgz_1/index.m3u8?contentid=2820180516001

雲紅石硤,https://gcalic.v.myalicdn.com/gc/ytshsx_1/index.m3u8?contentid=2820180516001

泰山主峰,https://gctxyc.liveplay.myqcloud.com/gc/taishan01_1/index.m3u8?contentid=2820180516001

泰迎客松,https://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8?contentid=2820180516001

泰大觀峰,https://gctxyc.liveplay.myqcloud.com/gc/taishan03_1/index.m3u8?contentid=2820180516001

泰拱北石,https://gcalic.v.myalicdn.com/gc/taishan04_1/index.m3u8?contentid=2820180516001

泰十八盤,https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8?contentid=2820180516001

泰玉皇頂,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8?contentid=2820180516001

印象紅袍,https://gctxyc.liveplay.myqcloud.com/gc/wysyxdhp_1/index.m3u8?contentid=2820180516001

紅袍茶園,https://gctxyc.liveplay.myqcloud.com/gc/wysdhpcy_1/index.m3u8?contentid=2820180516001

將軍列隊,https://gctxyc.liveplay.myqcloud.com/gc/zjjjjdl_1/index.m3u8?contentid=2820180516001

達懸浮山,https://gcalic.v.myalicdn.com/gc/zjjafdxfs_1/index.m3u8?contentid=2820180516001

水長城鏡,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8?contentid=2820180516001

水長城鏡,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8?contentid=2820180516001

大研景觀,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8?contentid=2820180516001

峨眉日出,https://gctxyc.liveplay.myqcloud.com/gc/emsarm_1/index.m3u8?contentid=2820180516001

貢嘎雪山,https://gctxyc.liveplay.myqcloud.com/gc/emsyh_1/index.m3u8?contentid=2820180516001

眺萬佛頂,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8?contentid=2820180516001

普賢菩薩,https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8?contentid=2820180516001

懸寺全景,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8?contentid=2820180516001

恆宗景色,https://gcalic.v.myalicdn.com/gc/hsxkssqdzrqj_1/index.m3u8?contentid=2820180516001

懸空寺景,https://gcalic.v.myalicdn.com/gc/hsxkscj_1/index.m3u8?contentid=2820180516001

天涯鳥瞰,https://gctxyc.liveplay.myqcloud.com/gc/tyhjtynl_1/index.m3u8?contentid=2820180516001

天涯石頭,https://gctxyc.liveplay.myqcloud.com/gc/tyhjtys_1/index.m3u8?contentid=2820180516001

南天一柱,https://gctxyc.liveplay.myqcloud.com/gc/tyhjntyz_1/index.m3u8?contentid=2820180516001

雪鄉石碑,https://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8?contentid=2820180516001

雪鄉夢幻,https://gctxyc.liveplay.myqcloud.com/gc/mdjxxmhjyxj_1/index.m3u8?contentid=2820180516001

嘉峪關城,https://gctxyc.liveplay.myqcloud.com/gc/jyg04_1/index.m3u8?contentid=2820180516001

央台塔東,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8?contentid=2820180516001

央台塔北,https://gcalic.v.myalicdn.com/gc/ztb_1/index.m3u8?contentid=2820180516001

直播中國精編直播,http://gctxyc.liveplay.myqcloud.com/gc/wgw05_1_md.m3u8

中央電視塔東,http://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8

中央電視塔南,http://gcbsc.v.live.baishancdnx.cn/gc/ztn_1/index.m3u8

中央電視塔北,http://gctxyc.liveplay.myqcloud.com/gc/ztb_1_md.m3u8

浙江舟山東極島,http://gctxyc.liveplay.myqcloud.com/gc/djd01_1_md.m3u8

平遙古城,http://gccncc.v.wscdns.com/gc/pygc01_1/index.m3u8

仙都風景區,http://gccncc.v.wscdns.com/gc/xdfjq01_1/index.m3u8

海上觀音,http://gccncc.v.wscdns.com/gc/syns01_1/index.m3u8

桂林漓江景區,http://gctxyc.liveplay.myqcloud.com/gc/gllj01_1_md.m3u8

雙乳峰,http://gctxyc.liveplay.myqcloud.com/gc/xysrf_1_md.m3u8

馬嶺河峽谷,http://gccncc.v.wscdns.com/gc/xymlh_1/index.m3u8

萬峰林,http://gccncc.v.wscdns.com/gc/xywfl_1/index.m3u8

嵩山峻極峰,http://gccncc.v.wscdns.com/gc/zsslsjjfsd_1/index.m3u8

嵩山勝觀峰,http://gccncc.v.wscdns.com/gc/zsslstpt_1/index.m3u8

婺源01,http://gcbsc.v.live.baishancdnx.cn/gc/wygjt1_1/index.m3u8

婺源02,http://gcalic.v.myalicdn.com/gc/wygjt2_1/index.m3u8

嘉峪關02,http://gcalic.v.myalicdn.com/gc/jyg02_1/index.m3u8

嘉峪關03,http://gctxyc.liveplay.myqcloud.com/gc/jyg04_1_md.m3u8

都江堰-魚嘴,http://gctxyc.liveplay.myqcloud.com/gc/djyqyl1_1_md.m3u8

都江堰-飛沙堰,http://gctxyc.liveplay.myqcloud.com/gc/djyewm_1_md.m3u8

丹霞山丹梯鐵鎖,http://gctxyc.liveplay.myqcloud.com/gc/dxsdtts_1_md.m3u8

韶音亭,http://gctxyc.liveplay.myqcloud.com/gc/dxssyt_1_md.m3u8

壩達景點觀景台,http://gccncc.v.wscdns.com/gc/hnttbdjd_1/index.m3u8

普高老寨,http://gctxyc.liveplay.myqcloud.com/gc/hnttpgsz_1_md.m3u8

老虎嘴,http://gccncc.v.wscdns.com/gc/hnttlhzjd_1/index.m3u8

樂山大佛全景,http://gctxyc.liveplay.myqcloud.com/gc/lsdfgfl_1_md.m3u8

山澗棧道,http://gcbsc.v.live.baishancdnx.cn/gc/lhssjzd_1/index.m3u8

印像大紅袍,http://gcbsc.v.live.baishancdnx.cn/gc/wysyxdhp_1/index.m3u8

大紅袍茶園,http://gcalic.v.myalicdn.com/gc/wysdhpcy_1/index.m3u8

武夷山玉女峰,http://gcalic.v.myalicdn.com/gc/wysynf_1/index.m3u8

華山,http://gccncc.v.wscdns.com/gc/hkhs01_1/index.m3u8

六盤山紅軍長征景區,http://gctxyc.liveplay.myqcloud.com/gc/lpsgmjng01_1_md.m3u8

九龍匯海,http://gccncc.v.wscdns.com/gc/pshdxg01_1/index.m3u8

峽谷石林,http://gcalic.v.myalicdn.com/gc/pshdxg02_1/index.m3u8

天涯鳥瞰,http://gccncc.v.wscdns.com/gc/tyhjtynl_1/index.m3u8

天涯石,http://gcbsc.v.live.baishancdnx.cn/gc/tyhjtys_1/index.m3u8

日月石,http://gctxyc.liveplay.myqcloud.com/gc/tyhjrys_1_md.m3u8

六角亭瀑布,http://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1/index.m3u8

恆山懸空寺全景,http://gcbsc.v.live.baishancdnx.cn/gc/hsxksqj_1/index.m3u8

恆山懸空寺側景,http://gctxyc.liveplay.myqcloud.com/gc/hsxkscj_1_md.m3u8

深圳世界之窗,http://gcalic.v.myalicdn.com/gc/sjzc01_1/index.m3u8

黃山-臥雲峰,http://gcalic.v.myalicdn.com/gc/hswlf_1/index.m3u8

黃山-飛來石,http://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8

黃山-夢筆生花,http://gctxyc.liveplay.myqcloud.com/gc/hsmbsh_1_md.m3u8

黃山-排雲亭,http://gccncc.v.wscdns.com/gc/hspyt_1/index.m3u8

峨眉山·雲海日出,http://gcalic.v.myalicdn.com/gc/emsarm_1/index.m3u8

峨眉山-遠眺貢嘎雪山,http://gcalic.v.myalicdn.com/gc/emsyh_1/index.m3u8

峨眉山-普賢菩薩銅像,http://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8

峨眉山-遠眺萬佛頂,http://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8

鳳凰古城南華山,http://gctxyc.liveplay.myqcloud.com/gc/fhgcdnhs_1_md.m3u8

蘆村遠眺,http://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8

西遞半山亭,http://gcalic.v.myalicdn.com/gc/yxxdbst_1/index.m3u8

西遞牌坊,http://gcbsc.v.live.baishancdnx.cn/gc/yxxdpf_1/index.m3u8

宏村月沼,http://gcbsc.v.live.baishancdnx.cn/gc/yxhcyz_1/index.m3u8

雪鄉夢幻家園,http://gcalic.v.myalicdn.com/gc/mdjxxmhjyxj_1/index.m3u8

雪鄉夢幻大石碑,http://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8

雲台山-小寨溝,http://gctxyc.liveplay.myqcloud.com/gc/ytsxzg_1_md.m3u8

雲台山-百家岩,http://gccncc.v.wscdns.com/gc/ytsbjy_1/index.m3u8

雲台山-紅石峽,http://gcalic.v.myalicdn.com/gc/ytshsx_1/index.m3u8

朱鹮02,http://gcbsc.v.live.baishancdnx.cn/gc/zh02_1/index.m3u8

朱鹮03,http://gctxyc.liveplay.myqcloud.com/gc/zh03_1_md.m3u8

朱鹮04,http://gctxyc.liveplay.myqcloud.com/gc/zh04_1_md.m3u8

嶗山-雙福,http://gcbsc.v.live.baishancdnx.cn/gc/qdls03_1/index.m3u8

嶗山-太清,http://gctxyc.liveplay.myqcloud.com/gc/qdls04_1_md.m3u8

嶗山-八水河,http://gcalic.v.myalicdn.com/gc/qdls02_1/index.m3u8

崇聖寺三塔湖面,http://gcalic.v.myalicdn.com/gc/dlst02_1/index.m3u8

崇聖寺三塔遠景,http://gcbsc.v.live.baishancdnx.cn/gc/dlst01_1/index.m3u8

西漢南越王博物館,http://gctxyc.liveplay.myqcloud.com/gc/nywbwg01_1_md.m3u8

福建漳州六鰲翡翠灣,http://gcalic.v.myalicdn.com/gc/fcw01_1/index.m3u8

雲龍山觀景台西,http://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8

雲龍山觀景台南,http://gctxyc.liveplay.myqcloud.com/gc/ylh03_1_md.m3u8

國家游泳中心-水立方,http://gcalic.v.myalicdn.com/gc/gccntv241-slf01_1/index.m3u8

天津海河,http://gctxyc.liveplay.myqcloud.com/gc/tjhh02_1_md.m3u8

汶川映秀新城,http://gcbsc.v.live.baishancdnx.cn/gc/wcyxxc01_1/index.m3u8

重慶李子壩輕軌站,http://gcalic.v.myalicdn.com/gc/gccntv240-lzb01_1/index.m3u8

廈門鼓浪嶼,http://gctxyc.liveplay.myqcloud.com/gc/gly01_1_md.m3u8

藍月谷,http://gccncc.v.wscdns.com/gc/ylxs12_1/index.m3u8

印象實景,http://gccncc.v.wscdns.com/gc/hkylxs01_1/index.m3u8

千島湖,http://gctxyc.liveplay.myqcloud.com/gc/caqdh_1_md.m3u8

泰山-主峰,http://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8

泰山-望人松,http://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8

泰山-拱北石,http://gcalic.v.myalicdn.com/gc/taishan04_1/index.m3u8

泰山-十八盤,http://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8

黟縣·西遞牌坊,http://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8

烏鎮·西市河,http://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8

藍印花布,http://gctxyc.liveplay.myqcloud.com/gc/zjwzlyhb_1_md.m3u8

龍形田,http://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8

烏鎮全景,http://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8

鳴沙山山門,http://gcalic.v.myalicdn.com/gc/dhyyqyyq_1/index.m3u8

鳴沙山月牙泉,http://gcalic.v.myalicdn.com/gc/dhyyqsm_1/index.m3u8

張家界-將軍列隊,http://gcalic.v.myalicdn.com/gc/zjjjjdl_1/index.m3u8

張家界-水繞四門,http://gccncc.v.wscdns.com/gc/zjjsrsm_1/index.m3u8

張家界-阿凡達懸浮山,http://gctxyc.liveplay.myqcloud.com/gc/zjjafdxfs_1_md.m3u8

哈尼梯田·普高老寨,http://gcalic.v.myalicdn.com/gc/hnttpgsz_1/index.m3u8

八達嶺長城南七樓,http://gcalic.v.myalicdn.com/gc/bgws7_1/index.m3u8

八達嶺長城北十樓,http://gccncc.v.wscdns.com/gc/bgwn10_1/index.m3u8

黃花城水長城01,http://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8

黃花城水長城02,http://gccncc.v.wscdns.com/gc/wgw02_1/index.m3u8

黃花城水長城03,http://gcbsc.v.live.baishancdnx.cn/gc/wgw03_1/index.m3u8

黃花城水長城04,http://gccncc.v.wscdns.com/gc/wgw04_1/index.m3u8

嘉峪關關城,http://gcalic.v.myalicdn.com/gc/jyg04_1/index.m3u8

四姑娘山么妹峰,http://gcbsc.v.live.baishancdnx.cn/gc/sgns01_1/index.m3u8

隆珠措,http://gctxyc.liveplay.myqcloud.com/gc/sgns02_1_md.m3u8

九華山拜經台,http://gccncc.v.wscdns.com/gc/jhs02_1/index.m3u8

九華山,http://gctxyc.liveplay.myqcloud.com/gc/jhs05_1_md.m3u8

九華山花台,http://gccncc.v.wscdns.com/gc/jhs01_1/index.m3u8

天界山-玻璃棧道,http://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8

天界山-桃花灣瀑布,http://gccncc.v.wscdns.com/gc/blg05_1/index.m3u8

天山-定海神針,http://gctxyc.liveplay.myqcloud.com/gc/xjtcdhsz_1_md.m3u8

天山-海西平台,http://gctxyc.liveplay.myqcloud.com/gc/xjtchxpt_1_md.m3u8

天山-馬牙山,http://gctxyc.liveplay.myqcloud.com/gc/xjtcmys_1_md.m3u8

天山-燈桿山,http://gctxyc.liveplay.myqcloud.com/gc/xjtcdgs_1_md.m3u8

西線玻璃棧道,http://gccncc.v.wscdns.com/gc/tms05_1/index.m3u8

天門洞,http://gcalic.v.myalicdn.com/gc/tmstmd01_1/index.m3u8

天空步道,http://gcalic.v.myalicdn.com/gc/tms02_1/index.m3u8

雲夢仙頂,http://gctxyc.liveplay.myqcloud.com/gc/tms04_1_md.m3u8

大容山蓮花山頂,http://gctxyc.liveplay.myqcloud.com/gc/drs01_1_md.m3u8

江蘇南京牛首山,http://gctxyc.liveplay.myqcloud.com/gc/nss01_1_md.m3u8

鄭東新區千璽廣場,http://gctxyc.liveplay.myqcloud.com/gc/zdxq01_1_md.m3u8

普陀山,http://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8

張掖七彩丹霞,http://gctxyc.liveplay.myqcloud.com/gc/zyqcdx01_1_md.m3u8

四川涼山邛海景區,http://gctxyc.liveplay.myqcloud.com/gc/xcqh01_1_md.m3u8

長河落日,http://gccncc.v.wscdns.com/gc/nxsptdmgychlr_1/index.m3u8

黃河漂流,http://gctxyc.liveplay.myqcloud.com/gc/nxspthhpl_1_md.m3u8

大漠孤煙,http://gctxyc.liveplay.myqcloud.com/gc/nxsptdmgy_1_md.m3u8

大研花巷觀景,http://gcbsc.v.live.baishancdnx.cn/gc/ljgcdyhxgjt_1/index.m3u8

萬古樓遙望玉龍雪山,http://gccncc.v.wscdns.com/gc/ljgcwglytylxs_1/index.m3u8

五彩池,http://gccncc.v.wscdns.com/gc/hlwcc_1/index.m3u8

黃龍·爭艷彩池,http://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8

黃龍洗身洞,http://gcalic.v.myalicdn.com/gc/hlxsd_1/index.m3u8




港澳台国际频道,#genre#

亚美卫视,https://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8

CNC英文,http://source07.v.news.cn/live/CNC_EN/playlist.m3u8

緯來日本,http://211.23.114.106:8537/http/60.251.39.91:8081/hls/69/811/ch34.m3u8

WAKUWAKU JAPAN,http://211.23.114.106:8538/http/60.251.39.91:8081/hls/61/803/ch03.m3u8

东森新闻,http://seb.sason.top/sc/dsxw_fhd.m3u8

日本中文频道,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8

中牟综合,http://218.206.193.210:9850/playServer/acquirePlayService?type=live&resourceId=1000000000000001&protocol=hls0&drmType=none&deviceGroup=TV(STB)&op=sovp&playType=catchup&redirect=m3u8&nsukey=&kdsplayer=media

中視新聞,http://seb.sason.top/sc/zsxw_fhd.m3u8

中天新聞,http://seb.sason.top/sc/ztxw_fhd.m3u8

ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8

Ariana TV,http://d2g7v53450s2i2.cloudfront.net/ATNUS/streamdelay/chunklist_w1314452267.m3u8

ArirangTV,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8

Atameken,http://live-atameken.cdnvideo.ru/atameken/atameken_hq.sdp/chunklist.m3u8

CBSN HD,https://cbsnhls-i.akamaihd.net/hls/live/264710/cbsn_hlsprod_2/master_700.m3u8

凤凰资讯,http://iptv.tvfix.org/hls/fhzx.m3u8

凤凰中文,http://iptv.tvfix.org/hls/fhzw.m3u8

RTHK31,http://iptv.tvfix.org/hls/rthk31.m3u8

RTHK32,http://iptv.tvfix.org/hls/rthk32.m3u8

香港国际财经台,http://iptv.tvfix.org/hls/hkibc.m3u8

TVBS亚洲台,http://iptv.tvfix.org/hls/tvbs.m3u8

TVBS新闻台,http://iptv.tvfix.org/hls/tvbsnews.m3u8

BBC World News http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/index.m3u8

凤凰卫视蓝光1,http://117.169.120.138:8080/live/fhchinese/index.m3u8

凤凰香港蓝光2,http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8

澳視澳門,http://61.244.22.5/ch1/_definst_/ch1.live/playlist.m3u8

澳門衛星,http://61.244.22.5/ch3/_definst_/ch3.live/playlist.m3u8

澳門資訊,http://61.244.22.5/ch5/_definst_/info_ch5.live/playlist.m3u8

澳門奧視,http://61.244.22.5/ch1/ch1.live/playelist.m3u8

澳門葡語,http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8

澳視綜藝,http://61.244.22.5/ch6/_definst_/hd_ch6.live/playlist.m3u8

澳視澳門,http://103.233.191.132:1935/ch1/ch1.live/playlist.m3u8

澳視葡文,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8

澳視衛星,http://103.233.191.132:1935/ch3/ch3.live/playlist.m3u8

澳視體育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8

澳視資訊,http://103.233.191.132:1935/ch5/info_ch5.live/playlist.m3u8

澳視綜藝,http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8

